ID,Year,Topic Groups,Topics,Title,Keywords,Abstract
AAAI-14-346,2014,"Planning & Scheduling
Reasoning","Probabilistic Planning
Sequential Decision Making",State Aggregation in Monte Carlo Tree Search,"markov decision process
monte carlo tree search
state abstraction","Monte Carlo tree search (MCTS) is a popular class of algorithms for online decision making in large Markov decision processes (MDPs). The effectiveness of these algorithms, however, often deteriorates for MDPs with high stochastic branching factors. In this paper, we study state aggregation as a way of reducing stochastic branching in tree search. Prior work has studied formal properties of MDP state aggregation in the context of dynamic programming and reinforcement learning, but little attention has been paid to state aggregation in MCTS. Our main contribution is to establish basic results about the optimality-preserving properties of state aggregation for search trees. We then apply these results to show that popular MCTS algorithms such as UCT and sparse sampling can employ fairly coarse state aggregation schemes while retaining their theoretical properties. As a proof of concept, we experimentally confirm that state aggregation in MCTS improves finite-sample performance."
AAAI-14-347,2014,"Planning & Scheduling
Reasoning","Markov Models of Environments
Probabilistic Planning
Planning
Sequential Decision Making
Constraint Satisfaction",Saturated Path-Constrained MDP: Planning under Uncertainty and Deterministic Model-Checking Constraints,"Safe and Optimal Controller Synthesis
Uncertainty and Stochasticity
Planning under Uncertainty
Model-Checking PCTL Constraints
Path-Constrained Markov Decision Processes","In many probabilistic planning scenarios, a system's behavior needs to not only maximize the expected utility but also obey certain restrictions. This paper presents Saturated Path-Constrained Markov Decision Processes (SPC MDPs), a new MDP type for planning under uncertainty with deterministic model-checking constraints, e.g., ""state s must be visited before s'"", ""the system must end up in s"", or ""the system must never enter s"". We present a mathematical analysis of SPC MDPs, showing that although SPC MDPs generally have no optimal policies, every instance of this class has an epsilon-optimal randomized policy for any epsilon > 0. We propose a dynamic programming-based algorithm for finding such policies, and empirically demonstrate this algorithm to be orders of magnitude faster than its next-best alternative."
AAAI-14-348,2014,Game Theory,"Game Theory
Equilibrium
Imperfect Information",Bounding the Support Size in Extensive Form Games with Imperfect Information,"Game theory
Nash equilibrium
Support
Extensive form games
Bayesian extensive games
Poker
Equilibrium preserving transformation","It's a well known fact that in extensive form games with perfect information, there is a Nash equilibrium with support of size one. This doesn't hold for games with imperfect information, where the size of minimal support can be larger. We present a dependency between the level of uncertainty and the minimum support size. For many games, there is a big disproportion between the game uncertainty and the number of actions available. In Bayesian extensive games with perfect information, the only uncertainty is about the type of players. In card games, the uncertainty comes from dealing the deck. In these games, we can significantly reduce the support size. Our result applies to general-sum extensive form games with any finite number of players."
AAAI-14-349,2014,Reasoning,"Ontologies and Induction
Description Logics
Knowledge Representation
Logic Programming
Nonmonotonic Reasoning",Exploiting Support Sets for Answer Set Programs with External Evaluations,"Answer Set Programming
External Sources
Description Logic Programs","Answer set programs (ASP) with external evaluations are a declarative means to capture advanced applications. However, their evaluation can be expensive due to external source accesses. In this paper we consider hex-programs that provide external atoms as a bidirectional interface to external sources and present a novel evaluation method based on support sets, which informally are portions of the input to an external atom that will determine its output for any completion of the partial input. Support sets allow one to shortcut the external source access, which can be completely eliminated. This is particularly attractive if a compact representation of suitable support sets is efficiently constructible. We discuss some applications with this property, among them description logic programs over DL-Lite ontologies, and present experimental results showing that support sets can significantly improve efficiency."
AAAI-14-350,2014,Vision,Object Recognition,Towards Topological-transformation Robust Shape Comparison:  A Sparse Representation Based Manifold Embedding Approach,"Shape Comparison
Manifold Embedding
Sparse Representation","Non-rigid shape comparison based on manifold embedding using Generalized Multidimensional Scaling (GMDS) has attracted a lot of attention for its high accuracy. However, this method requires that shape surface is not elastic. In other words, it is sensitive to topological transformations such as stretching and compressing. To tackle this problem, we propose a new approach that constructs a high-dimensional space to embed the manifolds of shapes, which could completely withstand rigid transformations and considerably tolerate topological transformations. Experiments on TOSCA shapes validate the proposed approach."
AAAI-14-351,2014,Vision,"Supervised Learning
Categorization
Object Recognition",Uncorrelated Multi-view Fisher Discrimination Dictionary Learning For Recognition,"Fisher discrimination Dictionary learning (FDDL)
Multi-view FDDL (MFDDL)
Uncorrelated MFDDL (UMFDDL)
Uncorrelated constraint","Dictionary learning (DL) has now become an important feature learning technique that owns state-of-the-art recog-nition performance. Due to sparse characteristic of data in real-world applications, dictionary learning uses a set of learned dictionary bases to represent the linear decomposi-tion of a data point. Fisher discrimination DL (FDDL) is a representative supervised DL method, which constructs a structured dictionary whose atoms correspond to the class labels. Recent years have witnessed a growing interest in multi-view (more than two views) feature learning tech-niques. Although some multi-view (or multi-modal) DL methods have been presented, there still exists much room for improvement. How to enhance the total discriminability of dictionaries and reduce their redundancy is a crucial re-search topic. To boost the performance of multi-view dic-tionary learning technique, we propose an uncorrelated multi-view fisher discrimination DL (UMFDDL) approach for recognition. By making dictionary atoms correspond to the class labels such that the obtained reconstruction error is discriminative, UMFDDL aims to jointly learn multiple dic-tionaries with totally favorable discriminative power. Fur-thermore, we design the uncorrelated constraint for multi-view DL, so as to reduce the redundancy among dictionaries learned from different views. Experiments on several public datasets demonstrate the effectiveness of the proposed approach."
AAAI-14-352,2014,"Artificial Intelligence
Machine Learning","Exploiting Linked Open Data
Web Ontologies
Web-based recommendation systems
Data Mining and Knowledge Discovery
Recommender Systems",Semantic Data Representation for Improving Tensor Factorization,"Collaborative Filtering
Recommender System
Tensor Factorization
Rating prediction
Bayesian probabilistic tensor factorization
Linked Open Data
Taxonomy
Semantics on the web","Predicting human activities is important for improving recommendation
 systems or analyzing social relationships among users. Those human
 activities are usually represented as multi-object relationships
 (e.g. user's tagging activity for items or user's tweeting activity at
 some location).  Since multi-object relationships are naturally
 represented as a tensor, tensor factorization is becoming more
 important for predicting users' possible activities.  However, the
 prediction accuracy of tensor factorization is weak for ambiguous
 and/or sparsely observed objects. Our solution, Semantic data
 Representation for Tensor Factorization (SRTF), tackles these problems
 by incorporating semantics into tensor factorization based on the
 following ideas: (1) it links objects to vocabularies/taxonomies and
 resolves the ambiguity caused by objects that can be used for multiple
 purposes. (2) it links objects to composite classes that merge classes
 in different kinds of vocabularies/taxonomies (e.g. classes in
 vocabularies for movie genres and those for directors) to avoid low
 prediction accuracy caused by rough-grained semantic space.  (3) it
 lifts sparsely observed objects into their classes to solve the
 sparsity problem for rarely observed objects.
 Experiments show that SRTF achieves 10\% higher accuracy than current
 best methods."
AAAI-14-353,2014,Reasoning,"Computational Complexity of Reasoning
Diagnosis and Abductive Reasoning
Geometric, Spatial, and Temporal Reasoning
Nonmonotonic Reasoning
Qualitative Reasoning",Local-To-Global Consistency Implies Tractability of Abduction,"Diagnosis and Abductive Reasoning
Spatial and Temporal Reasoning
Local Consistency
Computational Complexity","Abduction is a form of nonmonotonic reasoning that looks for an explanation, 
built from a  given set of hypotheses, 
for an observed manifestation according to some knowledge base.
Following the concept behind the Schaefer's parametrization
CSP(Gamma) of the Constraint Satisfaction Problem (CSP),
we study here the complexity of the abduction problem
Abduction(Gamma, Hyp, M) parametrized by certain (omega-categorical) infinite 
relational structures Gamma, Hyp, and M
from which a knowledge base, hypotheses and a manifestation are built, respectively.

We say that Gamma  has local-to-global consistency if
there is k such that establishing strong k-consistency on an instance of CSP(Gamma) yields a globally consistent 
(whose every solution may be obtained straightforwardly from partial solutions) set of constraints.
In this case CSP(Gamma) is solvable in polynomial time.
Our main contribution is an algorithm that under some natural conditions
decides  Abduction(Gamma, Hyp, M) in P when Gamma
has local-to-global consistency. 

As we show in the number of examples, our approach offers
an opportunity to consider abduction
in the context of spatial and temporal reasoning (qualitative calculi such as Allen's
interval algebra or RCC-5) and that our procedure solves some related abduction problems in polynomial time."
AAAI-14-354,2014,Machine Learning,"Dimension Reduction/Feature Selection
Feature Construction/Reformulation
Unsupervised Learning",Generalized Higher-Order Tensor Decomposition via Parallel ADMM,"Tensor decomposition
Higher-order orthogonal iteration
Parallel Optimization","Higher-order tensors are becoming prevalent in many scientific areas such as computer vision, social network analysis, data mining and neuroscience. Traditional tensor decomposition approaches face three major challenges: model selecting, gross corruptions, and computational efficiency. To address these problems, we first propose a parallel trace norm regularized tensor decomposition method, and formulate it as a convex optimization problem. This method does not require the rank of each model to be specified beforehand, and can automatically determine the number of factors in each mode through our optimization scheme. By considering the low-rank structure of the observed tensor, we analyze the equivalent relationship of the trace norm between a low-rank tensor and its core tensor. Then, we cast a non-convex tensor decomposition model into a weighted combination of multiple much smaller-scale matrix trace norm minimization. Finally, we develop two parallel alternating direction methods of multipliers (ADMM) to solve the proposed problems. Experimental results verify that our regularized formulation is reasonable, and our methods are very robust to noise or outliers."
AAAI-14-355,2014,"Artificial Intelligence
Reasoning","Web Ontologies
Ontologies and Induction
Description Logics
Diagnosis and Abductive Reasoning",Abduction Framework for Repairing Incomplete  EL Ontologies:  Complexity Results and Algorithms,"ontology debugging
ontology engineering
description logics","In this paper we consider the problem of repairing missing is-a relations in ontologies. We formalize the problem as a generalized TBox abduction problem (GTAP).
Based on this abduction framework, we present complexity results for the existence, relevance and necessity decision problems for the GTAP with and without some
specific preference relations for ontologies that can be represented using a member of the EL family of description logics. Further, we present an algorithm for finding solutions, a system as well as experiments."
AAAI-14-356,2014,Machine Learning,"Problem solving and decision making
Reinforcement Learning
Sequential Decision Making",Mixing-time Regularized Policy Gradient,"Reinforcement learning
Policy gradient
Markov chain mixing time","Policy gradient reinforcement learning (PGRL) methods have received substantial attention as a mean for seeking stochastic policies that maximize a cumulative reward. However, PGRL methods can often take a huge number of learning steps before it finds a reasonable stochastic policy. This learning speed depends on the mixing time of the Markov chains that are given by the policies that PGRL explores. In this paper, we give a new PGRL approach that regularizes the rule of updating the policy with the hitting time that bounds the mixing time. In particular, hitting-time regressions based on temporal-difference learning are proposed. The proposed approach will keep the Markov chain compact and can improve the learning efficiency. Numerical experiments show the proposed method outperforms the conventional policy gradient methods."
AAAI-14-357,2014,Reasoning,"Action, Change, and Causality
Geometric, Spatial, and Temporal Reasoning",Exploring the Boundaries of Decidable Verification of Non-Terminating Golog Programs,"Situation Calculus
Golog
Verification","The action programming language \Golog\ has been found useful for the control of autonomous agents such as mobile robots. In scenarios like these, tasks are often open-ended so that the respective control programs are non-terminating. Before deploying such programs on a robot, it is often desirable to verify that they meet certain requirements. For this purpose, Claßen and Lakemeyer recently introduced algorithms for the verification of temporal properties of Golog programs. However, given the expressiveness of Golog, their verification procedures are not guaranteed to terminate. In this paper, we show how decidability can be obtained by suitably restricting the underlying base logic, the effect axioms for primitive actions, and the use of actions within Golog programs.  Moreover, we show that dropping any of these restrictions immediately leads to undecidability of the verification problem."
AAAI-14-358,2014,"Planning & Scheduling
Reasoning","Plan Execution and Monitoring
Scheduling
Uncertainty in AI",Using Timed Game Automata to Synthesize Execution Strategies for Simple Temporal Networks with Uncertainty,"Dynamic Controllability
Strategy Synthesis
Simple Temporal Networks with Uncertainty
Timed Game Automata","A Simple Temporal Network with Uncertainty (STNU) is a structure for
representing and reasoning about temporal constraints in domains where
some temporal durations are not controlled by the executor.  The most
important property of an STNU is whether it is dynamically
controllable (DC); that is, whether there exists a strategy for
executing the controllable time-points that guarantees that all
constraints will be satisfied no matter how the uncontrollable
durations turn out.

This paper provides a novel mapping from STNUs to Timed Game Automata
(TGAs) that: (1) explicates the deep theoretical relationships between
STNUs and TGAs; and (2) enables the memoryless strategies generated
from the TGA to be transformed into equivalent STNU execution
strategies that reduce the real-time computational burden for the
executor.  The paper formally proves that the STNU-to-TGA encoding
properly captures the execution semantics of STNUs.  It also provides
experimental evidence of the proposed approaches, generating offline
execution strategies for dynamically controllable STNUs encoded as
TGAs."
AAAI-14-359,2014,Machine Learning,Case-Based Reasoning,Adaptation Guided Case Base Maintenance,"Adaptation-Guided Case-Based Maintenance
Case-Based Maintenance
Case-Based Reasoning","In case-based reasoning (CBR), problems are solved by retrieving prior cases and adapting their solutions to fit new problems. Controlling the growth of the case base in CBR is a fundamental problem. Much research on case-base maintenance has developed methods aimed at compacting case bases while maintaining system competence, by deleting cases whose absence is considered least likely to degrade the system's problem-solving, given static case adaptation knowledge. This paper proposes adaptation-guided case-base maintenance (AGCBM), a case-base maintenance approach exploiting the ability to dynamically generate new adaptation knowledge from cases. In AGCMB, case retention decisions are based both on their value as base cases for solving problems and on their value for generating new adaptation rules, in turn increasing the problem-solving value of other cases in the case base. The paper tests the method for numerical prediction tasks (case-based regression) in which rules are generated automatically using the case difference heuristic. Tests on four sample domains compare accuracy with a set of five candidate case-based maintenance methods, for varying case-base densities. AGCBM outperformed the alternatives all domains, with the benefit most substantial for the greatest amounts of compression."
AAAI-14-360,2014,Game Theory,"Auctions and Market-Based Systems
Game Theory",The Fisher Market Game: Equilibrium and Welfare,"Fisher markets
Fisher market game
Equilibrium analysis
Price of anarchy","The Fisher market model is one of the most fundamental resource allocation models in economics. In a Fisher market, the prices and allocations of goods are determined according to the preferences and budgets of buyers to clear the market.

In a Fisher market game, however, buyers are strategic and report their preferences over goods; the market-clearing prices and allocations are then determined based on their reported preferences rather than their real preferences.
We show that the Fisher market game always has a pure Nash equilibrium, for buyers with linear, Leontief, and Cobb-Douglas utility functions, which are three representative classes of utility functions in the important Constant Elasticity of Substitution (CES) family. Furthermore, to quantify the social efficiency, we prove Price of Anarchy bounds for the game when the utility functions of buyers fall into these three classes respectively."
AAAI-14-361,2014,"Applications
Machine Learning","Security and Privacy
Applications
Machine Learning Applications
Neural Networks/Deep Learning",Huffman Coding for Storing Non-uniformly Distributed Messages in Networks of Neural Cliques,"neural clique
sparsity
associative memory
non-uniform distribution
compression code","Associative memories are data structures that allow retrieval of previously stored messages given part of their content. They thus behave similarly to human brain's memory that is capable for instance of retrieving the end of a song given its beginning. Among different families of associative memories, sparse ones are known to provide the best efficiency (ratio of the number of bits stored to that of bits used). Nevertheless, it is well known that non-uniformity of the stored messages can lead to dramatic decrease in performance. Recently, a new family of sparse associative memories achieving almost-optimal efficiency has been proposed. Their structure induces a direct mapping between input messages and stored patterns. In this work, we show the impact of non-uniformity on the performance of this recent model and we exploit the structure of the model to introduce several strategies to allow for efficient storage of non-uniform messages. We show that a technique based on Huffman coding is the most efficient."
AAAI-14-362,2014,Cognitive Science,"Adaptive Behavior
Simulating Humans
Symbolic AI",An Agent-Based Model Studying the Acquisition of a Language System of Logical Constructions,"Cognitive Modeling
Symbolic AI
Simulating Humans
Adaptive Behavior","This paper presents an agent-based model that studies the emergence
and evolution of a language system of logical constructions, i.e. a
vocabulary and a set of grammatical constructions that allow
expressing logical combinations of categories. The model assumes
the agents have a common vocabulary for basic categories, the ability
to construct logical combinations of categories using Boolean
functions, and some general purpose cognitive capacities for
invention, adoption, induction and adaptation. But it does not assume the agents
have a vocabulary for Boolean functions nor grammatical constructions
for expressing such logical combinations of categories through
language.  The results of the experiments we have performed show that
a language system of logical constructions emerges as a result of a
process of self-organisation of the individual agents'
interactions when these agents adapt their preferences for vocabulary
and grammatical constructions to those they observe are used more
often by the rest of the population, and that such language system 
is transmitted from one generation to the next."
AAAI-14-363,2014,Reasoning,Sequential Decision Making,Tree-Based On-line Reinforcement Learning,"Reinforcement Learning
Markov Decision Processes
Fitted Q-Iteration","Fitted Q-iteration (FQI) stands out among reinforcement-learning algorithms for its flexibility and easy of use. FQI can be combined with any regression method, and this choice determines the algorithm's theoretical and computational properties. The combination of FQI with an ensemble of regression trees gives rises to an algorithm, FQIT, that is computationally efficient, scalable to high dimensional spaces, and robust to irrelevant variables, outliers, and noise. Despite its nice properties and good performance in practice, FQIT also has some limitations: the fact that an ensemble of trees must be constructed (or updated) at each iteration confines the algorithm to the batch scenario. This paper aims to address this specific issue. Based on a strategy recently proposed in the literature, called the stochastic-factorization trick, we propose a modification of FQIT that makes it fully incremental, and thus suitable for on-line learning. We call the resulting method tree-based stochastic factorization (TBSF). We derive an upper bound for the difference between the value functions computed by FQIT and TBSF, and also show in which circumstances the approximations coincide. A series of computational experiments is presented to illustrate the properties of TBSF and to show its usefulness in practice."
AAAI-14-364,2014,"Applications
Machine Learning","Applications
Machine Learning Applications",Doubly Regularized Portfolio with Risk Minimization,"Portfolion Management
Risk Minimization
Doubly Regularized Portfolio","Due to recent empirical success, machine learning algorithms have drawn sufficient attention and are becoming important analysis tools in financial industry. In particular, as the core engine of many financial services such as private wealth and pension fund management, portfolio management calls for the application of those novel algorithms. Most of portfolio allocation strategies do not account for costs from market frictions such as transaction costs and capital gain taxes, as the complexity of sensible cost models often causes the induced problem intractable. In this paper, we propose a doubly regularized sparse and consistent portfolio that provides a modest but effective solution to the above difficulty. Specifically, as all kinds of trading costs primarily root in large transaction volumes, to reduce volumes we synergistically combine two penalty terms with classic risk minimization models to ensure: (1) only a small set of assets are selected to invest in each period; (2) portfolios in subsequent trading periods are similar. To assess the new portfolio, we apply standard evaluation criteria and conduct extensive experiments on well-known benchmarks and market datasets. Compared to various state-of-the-art portfolios, the proposed portfolio demonstrates a superior performance of having both higher risk-adjusted returns and dramatically decreased transaction volumes."
AAAI-14-365,2014,Machine Learning,Machine Learning,"Non-convex feature learning via $\ell_{p,\infty}$ operator","feature
sparse
learning","We present a feature selection method for solving sparse regularization problem, which has a composite regularization of $\ell_p$ norm and $\ell_{\infty}$ norm.
We use proximal gradient method to solve this \L1inf operator problem, where a simple but efficient algorithm is designed to minimize a relative simple objective function, which contains a vector of $\ell_2$ norm and $\ell_\infty$ norm. Proposed method brings some insight for solving sparsity-favoring norm, and
extensive experiments are conducted to characterize the effect of varying $p$ and to compare with other approaches on real world multi-class and multi-label datasets."
AAAI-14-366,2014,Machine Learning,Machine Learning,Robust Non-negative Dictionary Learning,"dictionary learning
non-negative
clustering
multiplicative","Dictionary learning plays an important role in machine learning, where data vectors are modeled as a sparse linear combinations of basis factors (i.e., dictionary). However, how to conduct dictionary learning in noisy environment has not been well studied. Moreover, in practice, the dictionary (i.e., the lower rank approximation of the data matrix) and the sparse representations are required to be nonnegative, such as applications for image annotation, document summarization, microarray analysis. In this paper, we propose a new formulation for non-negative dictionary learning in noisy environment, where structure sparsity is enforced on sparse representation. The proposed new formulation is also robust for data with noises and outliers, due to a robust loss function used.  We derive an efficient multiplicative updating algorithm to solve the optimization problem,  where dictionary and sparse representation are updated iteratively. We prove the convergence and correctness of proposed algorithm rigorously.
We show the differences of dictionary at different level of sparsity constraint.
The proposed algorithm can be adapted for data clustering and semi-supervised learning purpose. Promising results in extensive experiments validate the effectiveness of proposed approach."
AAAI-14-367,2014,Game Theory,Social Choice/Voting,On the Axiomatic Characterization of Runoff Voting Rules,"computational social choice
runoff scoring rules
independence of clones","Runoff voting rules such as single transferable vote (STV) and Baldwin's rule are of particular interest in computational social choice due to their recursive nature and hardness of manipulation, as well as in (human) practice because they are relatively easy to understand. However, they are not known for their compliance with desirable axiomatic properties, which we attempt to rectify here. We characterize runoff rules that are based on scoring rules using two axioms: a weakening of local independence of irrelevant alternatives and a variant of population-consistency. We then show, as our main technical result, that STV is the only runoff scoring rule satisfying an independence-of-clones property. Furthermore, we provide axiomatizations of Baldwin's rule and Coombs' rule."
AAAI-14-368,2014,Computational Sustainability,"Complex high-dimensional systems
Public decision making
Optimization
Human computation",Supervised Scoring with Monotone Multidimensional Splines,"Sustainability
Green Buildings
Interpolation
Scientific Computing","Scoring involves the compression of a number of quantitative attributes into a single meaningful value. We consider the problem of how to generate scores in a setting where they should be weakly monotone (either non-increasing or non-decreasing) in their dimensions. Our approach allows an expert to score an arbitrary set of points to produce meaningful, continuous, monotone scores over the entire domain, while exactly interpolating through those inputs. In contrast, existing monotone interpolating methods only work in two dimensions and typically require exhaustive grid input. Our technique significantly lowers the bar to score creation, allowing domain experts to develop mathematically coherent scores. The method is used in practice to create the LEED Performance energy and water scores that gauge building sustainability."
AAAI-14-369,2014,"Artificial Intelligence
Applications","Community Detection
Social Networks",CoreCluster: A Degeneracy Based Graph Clustering Framework,"Community detection
Graph clustering
Graph degeneracy
Graph mining","Graph clustering or community detection constitutes an important
task for investigating the internal structure of graphs, with a
plethora of applications in several diverse domains. Traditional
tools for graph clustering, such as spectral methods, typically suffer
from high time and space complexity. In this article, we present
CoreCluster, an efficient graph clustering framework based on
the concept of graph degeneracy, that can be used along with any
known graph clustering algorithm. Our approach capitalizes on
processing the graph in a hierarchical manner provided by its core
expansion sequence, an ordered partition of the graph into different
levels according to the k-core decomposition. Such a partition
provides a way to process the graph in an incremental manner that
preserves its clustering structure, while making the execution of the
chosen clustering algorithm much faster due to the smaller size of
the graph’s partitions onto which the algorithm operates."
AAAI-14-370,2014,"Machine Learning
Vision","Evolutionary Computation
Perception",A Generalized Genetic Algorithm-Based Solver for Very Large Jigsaw Puzzles of Complex Types,"genetic algorithms
jigsaw puzzle
computer vision
recombination operators","In this paper we introduce new types of square-piece jigsaw puzzles, where in addition to the unknown location and orientation of each piece, a piece might also need to be flipped. These puzzles, which are associated with a number of real world problems, are considerably harder, from a computational standpoint. Specifically, we present a novel generalized genetic algorithm (GA)-based solver that can handle puzzle pieces of unknown location and orientation (Type 2 puzzles), and puzzle pieces of unknown location, orientation and attitude (Type 4 puzzles). To the best of our knowledge, our solver provides a new state-of-the-art, solving previously attempted puzzles faster and far more accurately, solving puzzle sizes that have never been attempted before, and solving the newly introduced double-sided puzzle types automatically and effectively. This paper also presents, among other results, the most extensive set of experimental results compiled as of yet, on Type 2 puzzles."
AAAI-14-371,2014,"Game Theory
Multiagent Systems","Game Theory
Equilibrium
Multiagent Systems",Solving Zero-Sum Security Games in Discretized Spatio-Temporal Domains,"Security Games
Zero-Sum Games
Minimax Equilibrium
Oracle
Equilibria Computation","Security games model the problem of allocating multiple resources to defend multiple targets. In such settings, the defender's action space is usually exponential in the input size. Therefore, known general-purpose linear or mixed integer program formulations scale up exponentially. One method that has been widely deployed to address this computational issue is to instead compute the marginal probabilities, of which there are only polynomially many.

In this paper, we address a class of problems that cannot be handled by previous approaches based on marginal probabilities. We consider security games in discretized spatio-temporal domains, in which the schedule set is so large that even the marginal probability formulation has exponential size. We develop novel algorithms under an oracle-based algorithmic framework and show that
this framework allows us to efficiently compute Stackelberg mixed strategy 
when the problem allows a polynomial-time oracle. For the cases in which efficient oracles are difficult to find, we propose new direct algorithms or prove hardness results. All our algorithms are examined in experiments with realistic and artificial data."
AAAI-14-372,2014,Constraint Satisfaction,Constraint Satisfaction,Q-intersection Algorithms for Constraint-Based Robust Parameter Estimation,"intersection graph
computational complexity
parameter estimation
soft numerical constraints
q-intersection","Given a set of axis-parallel n-dimensional boxes, the q-intersection is defined as the smallest box encompassing all the points that belong to at least q boxes.  Computing the q-intersection is a combinatorial problem that allows us to handle robust parameter estimation with a numerical constraint programming approach. 
The q-intersection can be viewed as a filtering operator for soft constraints that model measurements subject to outliers. This paper highlights the equivalence of this operator with the search of q-cliques in a graph whose boxicity is bounded by the number of variables in the constraint network. We present a computational study of the q-intersection. We also propose a fast incomplete algorithm and a sophisticated exact q-intersection algorithm. First experimental results show that our exact algorithm outperforms the existing one while our heuristic performs an efficient filtering on hard problems."
AAAI-14-373,2014,Machine Learning,"Natural Language Processing
Feature Construction/Reformulation
Semisupervised Learning",Fused Feature Representation Discovery for High-dimensional and Sparse Data,"feature representation discovery
feature selection
dimensionality reduction
semi-supervised learning
feature grouping","The automatic discovery of a significant low-dimensional feature representation from given data set is a fundamental problem in machine learning. This paper specifically focuses on to develop feature representation discovery methods appropriate for high-dimensional and sparse data, which are remain a frontier, but are now becoming a highly important tool. We formulate our feature representation discovery problem as a variant of semi-supervised learning problem, namely, an optimization problem over unsupervised data whose objective is evaluating the impact of each feature with respect to modeling a target task according to the initial model constructed by using supervised data. The most notable characteristic of our method is that it offers feasible processing speed even if the numbers of data and features both exceed the billions, and successfully provides significantly small feature sets, i.e., less than 10, that can also offer improved performance comparing with those obtained with using the original feature sets. We demonstrate the effectiveness of our method on experiments of two well-known natural language processing tasks."
AAAI-14-374,2014,"Applications
Machine Learning
Reasoning
Robotics","Applications
Unsupervised Learning Applications
Machine Learning Applications
Active Learning
Time-Series/Data Streams
Unsupervised Learning
Machine Learning
Uncertainty Representations
Human-Robot Interaction
State Estimation",Joule Counting Correction for Electric Vehicles using Artificial Neural Nets,"Electric Vehicles
Battery Estimation
State of Charge
Artificial Neural Nets
Lithium Iron Phosphate (LiFePo)","Estimating the remaining energy in high-capacity electric vehicle batteries is essential to safe and efficient operation. Accurate estimation remains a major challenge, however, because battery state cannot be observed directly.  In this paper, we demonstrate a method for estimating battery remaining energy using real data collected from the Charge Car electric vehicle.  This new method relies on energy integration as an initial estimation step, which is then corrected using a neural net that learns how error accumulates from recent charge/discharge cycles.  In this way, the algorithm is able to adapt to nonlinearities and variations that are difficult to model or characterize.  On the collected dataset, this method is demonstrated to be accurate to within 2.5% to 5% of battery remaining energy, which equates to approximately 1 to 2 miles of residual range for the Charge Car given its 10kWh battery pack."
AAAI-14-375,2014,Reasoning,"Computational Complexity of Reasoning
Description Logics",Managing Change in Graph-structured Data Using Description Logics,"Graph structured data
Description Logics
Static analysis of transactions
Planning","In this paper we consider the setting of graph-structured data that evolves as a result of operations carried out by users or applications.  We study different reasoning problems, which range from ensuring the satisfaction of a given set of integrity constraints after a given sequence of updates, to deciding the (non-)existence of a sequence of actions that would take the data to an (un)desirable state, starting either from a specific data instance or from an incomplete description of it.  We consider a simple action language in which actions are finite sequences of insertions and deletions of nodes and labels, and use Description Logics for describing integrity constraints and (partial) states of the data.  We then formalize the data management problems mentioned above as a static verification problem and several planning problems.  We provide algorithms and tight complexity bounds for the formalized problems, both for an expressive DL and for a variant of DL-Lite."
AAAI-14-376,2014,"Cognitive Science
Artificial Intelligence","Adaptive Behavior
Human-Computer Interaction
",BCI Based Control Without Explicit Calibration,"Brain-Computer Interfaces
Calibration
Human-Robot Interaction","Recent work has shown that it is possible to extract feedback information from
EEG measurements of brain activity, such as error potentials, and use it to solve
sequential tasks. As most Brain-Computer Interfaces, a calibration phase is required
to build a decoder that translates raw EEG signals to understandable feedback
signals. This paper proposes a method to solve sequential tasks based on
feedback extracted from the brain without any calibration. The proposed method
uses optimal policies to hallucinate the meaning of the EEG signals and select the
target with the lowest expected error. Also, we use the task and symbol uncertainty
as an exploration bonus for an active strategy to speed up the learning. We
report online experiments where four users directly controlled an agent on a 2D
grid world to reach a target without any previous calibration process."
AAAI-14-377,2014,Artificial Intelligence,"Visualizing semantic web data
Web Ontologies",Towards Scalable Exploration of Diagnoses in an Ontology Stream,"Semantic Web
Ontology Stream
Semantic Reasoning
Knowledge Evolution","Diagnosis, or the process of identifying the nature and cause of an anomaly in an ontology, has been largely studied by the Semantic Web community. In the context of ontology stream, diagnosis results are not captured by a unique fixed ontology but numerous time-evolving ontologies. Thus any anomaly can be diagnosed by a large number of different explanations depending on the version and evolution of the ontology. We address the problems of identifying, representing, exploiting and exploring the evolution of diagnoses representations. Our approach consists in a graph-based representation, which aims at (i) efficiently organizing and linking time-evolving diagnoses and (ii) being used for scalable exploration. The experiments have shown scalable diagnoses exploration in the context of real and live data from Dublin City."
